loanId;startDate;requiredReturnDate;actualReturnDate;fine;hasRequest;email;barCode
514371;2017-11-03;2017-11-21;2017-11-17;0.0;false;frederic.glover07@gmail.com;0-696-592-707-1
526220;2019-03-18;2019-04-23;2019-04-02;0.0;false;william.bogisich40@gmail.com;0-738-355-927-9
594015;2020-02-15;2020-03-10;1969-12-31;0.0;false;ranae.simonis18@mail.com;2-391-990-593-7
923438;2017-03-04;2017-04-08;2017-04-02;0.0;false;alexis.rogahn40@gmail.com;2-763-356-732-5
768200;2020-02-09;2020-03-05;1969-12-31;0.0;false;jerold.leffler77@mail.com;1-786-398-001-4
481330;2016-11-15;2016-11-22;2016-11-20;0.0;false;vada.gusikowski66@icloud.com;2-538-384-844-0
236377;2020-02-14;2020-03-22;1969-12-31;0.0;false;jewell.gutkowski46@gmail.com;6-972-770-194-9
372719;2019-12-27;2020-01-08;2020-01-15;35.0;false;ismael.crona59@mail.com;2-901-383-725-2
316741;2020-01-29;2020-02-12;2020-02-08;0.0;true;german.brakus59@mail.com;1-962-473-990-0
927233;2020-02-22;2020-04-03;1969-12-31;0.0;false;danelle.batz93@icloud.com;5-984-467-196-4
30747;2020-02-09;2020-02-14;2020-02-14;0.0;false;mackenzie.wehner30@mail.com;3-001-821-851-9
885804;2017-08-16;2017-10-12;2017-10-29;80.0;true;colene.o'hara27@outlook.com;2-606-585-689-9
896731;2017-02-16;2017-03-13;2017-03-06;0.0;false;gussie.kemmer07@mail.com;7-129-077-106-1
674410;2019-01-17;2019-02-03;2019-01-22;0.0;false;harry.romaguera20@outlook.com;7-291-746-404-2
561096;2016-10-31;2016-11-12;2016-11-05;0.0;false;izetta.gleason16@mail.com;1-220-019-897-7
201849;2020-02-26;2020-04-04;1969-12-31;0.0;true;joseph.hartmann12@outlook.com;7-700-910-706-0
134916;2020-02-20;2020-04-01;1969-12-31;0.0;false;gordon.sauer89@icloud.com;2-091-591-358-8
575202;2020-01-29;2020-02-04;2020-01-31;0.0;false;darci.sporer76@gmail.com;2-901-383-725-2
835712;2020-01-31;2020-02-15;2020-02-03;0.0;false;season.gusikowski58@outlook.com;0-351-638-438-0
416860;2020-02-18;2020-03-16;1969-12-31;0.0;false;refugio.langworth42@outlook.com;9-049-789-115-8
242788;2019-08-24;2019-08-26;2019-08-25;0.0;true;danelle.batz93@icloud.com;9-972-200-757-4
406319;2020-02-10;2020-02-22;2020-02-22;0.0;false;kent.harber26@mail.com;7-021-989-934-0
636308;2016-05-27;2016-07-07;2016-07-05;0.0;false;isidro.harris86@mail.com;0-194-798-588-0
310816;2016-07-22;2016-08-17;2016-08-15;0.0;false;gussie.kemmer07@mail.com;6-903-637-620-1
821312;2020-02-02;2020-02-29;1969-12-31;0.0;false;jon.schneider87@icloud.com;0-123-545-356-1
369987;2020-02-17;2020-02-18;2020-02-18;0.0;false;lorraine.bogan67@icloud.com;6-405-464-995-8
759182;2019-03-04;2019-03-29;2019-03-08;0.0;false;courtney.jast17@mail.com;5-744-113-113-8
465811;2017-01-27;2017-02-28;2017-02-16;0.0;false;izetta.gleason16@mail.com;6-719-512-119-1
791328;2016-05-11;2016-06-23;2016-05-17;0.0;true;frederic.glover07@gmail.com;6-789-744-742-0
585470;2020-02-05;2020-03-02;1969-12-31;0.0;false;emilia.larson64@gmail.com;9-809-819-471-0
67440;2020-02-26;2020-02-26;1969-12-31;0.0;false;fritz.langworth14@outlook.com;9-066-787-465-5
348288;2016-03-23;2016-04-20;2016-04-26;30.0;false;ngoc.mccullough99@mail.com;7-298-227-689-9
751334;2020-02-04;2020-02-19;2020-02-26;30.0;false;hyon.schuppe95@gmail.com;0-426-141-379-1
190214;2019-11-29;2019-12-06;2019-12-05;0.0;false;jamel.bode66@outlook.com;5-117-024-968-9
507875;2016-03-07;2016-03-31;2016-03-23;0.0;false;cheryl.stiedemann61@outlook.com;2-682-686-740-3
546477;2020-02-10;2020-03-16;1969-12-31;0.0;false;season.gusikowski58@outlook.com;3-386-006-026-7
865544;2020-02-09;2020-02-09;2020-02-09;0.0;false;ima.kemmer13@mail.com;6-907-127-989-0
989021;2020-02-23;2020-02-28;1969-12-31;0.0;false;lorrie.gutkowski77@outlook.com;0-726-154-267-2
13003;2020-02-13;2020-02-16;2020-03-03;80.0;false;lindsay.kautzer89@mail.com;4-167-943-243-6
713713;2019-11-01;2019-11-14;2019-11-04;0.0;false;maud.kuvalis92@gmail.com;3-379-840-100-9
295597;2020-01-31;2020-02-17;2020-02-15;0.0;true;tamie.toy63@mail.com;9-231-790-849-9
825554;2020-02-02;2020-02-13;2020-02-27;65.0;false;antoine.dibbert24@icloud.com;3-803-931-289-6
220064;2018-04-24;2018-06-15;2018-05-11;0.0;false;hyon.schuppe95@gmail.com;9-814-003-751-2
180739;2018-06-07;2018-07-10;2018-07-29;90.0;true;ranae.simonis18@mail.com;5-913-366-447-3
550398;2019-11-18;2019-12-26;2020-01-05;45.0;false;joanne.lebsack10@mail.com;4-904-254-766-8
668162;2017-04-23;2017-05-13;2017-05-10;0.0;false;katrina.satterfield75@outlook.com;1-505-245-020-2
597613;2020-02-07;2020-02-20;2020-02-13;0.0;false;cary.berge20@outlook.com;6-719-512-119-1
270274;2017-02-04;2017-03-25;2017-02-11;0.0;false;raleigh.sauer43@icloud.com;6-162-003-228-0
704484;2020-02-25;2020-03-13;1969-12-31;0.0;false;andrew.quigley15@outlook.com;3-702-949-981-2
706274;2020-01-28;2020-02-21;2020-02-16;0.0;false;jona.hahn24@mail.com;1-797-043-443-4
832073;2020-02-11;2020-03-17;1969-12-31;0.0;false;robbi.ortiz32@outlook.com;2-901-383-725-2
145433;2018-03-03;2018-03-16;2018-03-16;0.0;true;clementina.keeling73@gmail.com;2-113-130-062-6
588397;2020-02-15;2020-04-02;1969-12-31;0.0;true;blossom.kub08@icloud.com;1-330-678-397-0
764854;2020-02-14;2020-03-23;1969-12-31;0.0;false;eustolia.blick90@mail.com;2-825-074-335-0
208563;2016-10-01;2016-11-14;2016-11-03;0.0;false;maritza.stanton50@outlook.com;7-351-655-471-6
370339;2020-02-25;2020-03-09;1969-12-31;0.0;false;aldo.armstrong58@icloud.com;5-913-366-447-3
976409;2018-06-12;2018-08-06;2018-07-11;0.0;false;kayleigh.leuschke37@mail.com;0-261-865-788-3
456021;2020-02-04;2020-03-10;1969-12-31;0.0;false;darin.rolfson65@gmail.com;2-682-373-006-5
769754;2020-02-20;2020-04-17;1969-12-31;0.0;false;odilia.streich54@gmail.com;3-229-639-604-7
597645;2016-10-18;2016-12-14;2016-12-20;25.0;false;rueben.walker75@mail.com;6-474-711-724-7
650567;2018-10-07;2018-11-28;2018-12-13;75.0;false;joseph.hartmann12@outlook.com;3-210-750-531-5
765577;2016-08-14;2016-10-03;2016-08-25;0.0;false;clementine.o'hara12@icloud.com;3-464-734-650-9
356827;2020-02-14;2020-03-14;1969-12-31;0.0;false;morgan.leuschke86@mail.com;9-809-819-471-0
954404;2020-02-11;2020-02-29;1969-12-31;0.0;false;sharen.wuckert11@mail.com;0-020-651-769-6
940530;2020-02-12;2020-04-05;1969-12-31;0.0;true;kevin.bahringer98@gmail.com;2-184-443-937-1
188119;2020-02-23;2020-03-30;1969-12-31;0.0;true;keenan.reichert07@outlook.com;0-019-714-042-0
477942;2019-08-21;2019-10-05;2019-10-20;70.0;false;dwayne.brown06@outlook.com;1-501-722-075-8
325983;2017-11-10;2017-12-26;2017-12-11;0.0;false;yen.mosciski39@icloud.com;1-137-415-174-4
326778;2020-02-17;2020-02-19;2020-02-18;0.0;false;mikel.barrows74@mail.com;6-907-127-989-0
20767;2020-02-21;2020-03-30;1969-12-31;0.0;false;vella.ebert94@gmail.com;0-258-121-155-3
891759;2019-03-25;2019-05-17;2019-05-07;0.0;true;sharen.wuckert11@mail.com;1-220-019-897-7
35477;2018-03-11;2018-03-12;2018-03-11;0.0;false;burt.kuvalis47@mail.com;4-943-568-259-1
41256;2017-09-24;2017-11-19;2017-10-16;0.0;false;donn.mckenzie52@mail.com;9-053-769-986-3
827855;2018-06-22;2018-08-01;2018-08-20;90.0;false;kiyoko.balistreri25@mail.com;1-962-460-220-8
603626;2020-02-10;2020-03-17;1969-12-31;0.0;true;mack.botsford83@icloud.com;2-682-686-740-3
483143;2020-02-17;2020-02-25;2020-02-23;0.0;false;chance.mcdermott63@gmail.com;3-121-957-230-7
777845;2019-03-21;2019-05-12;2019-04-07;0.0;false;akilah.huels87@gmail.com;2-264-304-446-1
869464;2020-02-25;2020-04-11;1969-12-31;0.0;false;joey.mertz59@gmail.com;9-231-790-849-9
357748;2020-02-20;2020-03-17;1969-12-31;0.0;false;kelley.mcglynn24@mail.com;0-220-509-528-7
604665;2020-02-23;2020-04-14;1969-12-31;0.0;false;lloyd.prohaska65@icloud.com;8-846-924-502-1
325043;2019-03-10;2019-04-11;2019-03-16;0.0;false;juli.fahey78@icloud.com;4-167-943-243-6
626820;2017-01-21;2017-03-22;2017-04-04;65.0;false;deshawn.hand58@icloud.com;6-340-978-468-1
649108;2017-11-08;2017-12-29;2017-12-10;0.0;false;michal.hoeger93@mail.com;4-881-701-933-1
324862;2020-02-17;2020-03-05;1969-12-31;0.0;false;gabriele.nitzsche11@icloud.com;1-962-473-990-0
195672;2020-02-13;2020-02-22;2020-02-17;0.0;false;stefanie.glover92@outlook.com;5-936-877-311-3
953220;2020-01-28;2020-02-10;2020-02-11;0.0;false;sammie.ortiz87@gmail.com;3-567-811-274-9
291884;2020-01-30;2020-02-23;2020-02-18;0.0;true;travis.okuneva36@outlook.com;5-063-289-958-7
553304;2020-02-12;2020-02-13;2020-02-13;0.0;false;cathern.muller79@outlook.com;1-127-145-882-8
975476;2018-06-27;2018-08-09;2018-07-18;0.0;false;cris.spinka88@mail.com;1-962-460-220-8
586071;2018-08-01;2018-08-31;2018-08-21;0.0;false;rich.collins75@outlook.com;7-856-916-393-3
616246;2016-11-29;2016-12-20;2016-12-03;0.0;true;deja.lebsack19@icloud.com;2-886-988-858-1
411710;2020-02-05;2020-03-24;1969-12-31;0.0;false;zenobia.zboncak47@outlook.com;1-225-848-844-8
529413;2016-11-09;2016-11-11;2016-11-09;0.0;false;brice.thompson03@outlook.com;4-943-568-259-1
222528;2020-01-29;2020-03-20;1969-12-31;0.0;false;kieth.konopelski38@gmail.com;6-762-792-751-1
857380;2017-07-10;2017-08-02;2017-07-19;0.0;true;cedrick.gorczany76@outlook.com;0-726-154-267-2
223716;2020-01-27;2020-02-27;1969-12-31;0.0;false;sabina.abbott70@mail.com;0-534-463-827-2
280613;2020-02-05;2020-02-20;2020-02-11;0.0;false;antonia.schroeder86@icloud.com;5-545-558-793-9
651058;2020-01-31;2020-03-26;1969-12-31;0.0;true;ismael.crona59@mail.com;6-306-445-934-8
18081;2018-10-12;2018-12-07;2018-11-26;0.0;false;kyle.torphy60@mail.com;6-112-661-484-0
557362;2020-02-08;2020-02-15;2020-02-08;0.0;false;nita.mohr73@gmail.com;0-167-260-843-0
285466;2020-02-01;2020-03-23;1969-12-31;0.0;false;donny.bins19@mail.com;7-924-501-724-9
186094;2020-02-14;2020-04-05;1969-12-31;0.0;true;isabelle.yost72@icloud.com;9-800-707-591-2
848864;2020-01-30;2020-02-09;2020-02-05;0.0;false;vennie.abshire55@outlook.com;0-915-707-075-7
943290;2019-03-17;2019-04-23;2019-04-19;0.0;false;sammie.ortiz87@gmail.com;0-726-154-267-2
323204;2018-01-22;2018-02-23;2018-01-30;0.0;false;cristopher.lindgren96@outlook.com;7-856-916-393-3
607540;2016-10-25;2016-12-10;2016-12-09;0.0;false;lucrecia.douglas49@gmail.com;2-671-697-167-8
434376;2020-02-02;2020-03-27;1969-12-31;0.0;false;gabriele.nitzsche11@icloud.com;8-619-670-801-1
547092;2020-02-09;2020-02-28;1969-12-31;0.0;false;kevin.bahringer98@gmail.com;8-167-783-339-6
624633;2016-11-19;2016-12-30;2016-12-28;0.0;false;cris.spinka88@mail.com;5-989-045-141-3
836372;2019-09-20;2019-10-20;2019-11-06;85.0;false;darin.rolfson65@gmail.com;5-297-046-378-4
193927;2020-01-28;2020-03-12;1969-12-31;0.0;false;alyse.denesik11@outlook.com;6-599-864-876-9
102524;2020-02-22;2020-04-17;1969-12-31;0.0;false;eli.dubuque77@gmail.com;7-048-231-593-7
133327;2020-01-31;2020-03-05;1969-12-31;0.0;false;javier.schuppe13@icloud.com;0-696-592-707-1
736643;2017-07-30;2017-09-06;2017-08-21;0.0;false;joseph.hartmann12@outlook.com;0-468-166-261-0
928074;2016-03-01;2016-03-23;2016-03-10;0.0;true;kevin.bahringer98@gmail.com;4-215-594-466-7
521971;2020-02-08;2020-03-31;1969-12-31;0.0;false;lowell.wintheiser84@icloud.com;8-323-811-615-7
852274;2019-10-07;2019-10-20;2019-10-24;15.0;false;aleisha.walsh82@mail.com;6-474-711-724-7
851512;2020-02-05;2020-02-13;2020-03-03;90.0;false;cedrick.gorczany76@outlook.com;6-306-445-934-8
898661;2017-06-01;2017-06-19;2017-06-19;0.0;false;bennett.robel43@outlook.com;0-074-526-451-4
33011;2020-02-13;2020-04-03;1969-12-31;0.0;false;williams.kilback88@mail.com;3-341-862-704-1
681176;2020-02-12;2020-03-03;1969-12-31;0.0;false;vada.gusikowski66@icloud.com;2-808-134-376-8
76509;2020-02-20;2020-03-13;1969-12-31;0.0;false;roselia.ebert72@mail.com;6-962-656-692-7
959478;2020-02-21;2020-03-19;1969-12-31;0.0;false;demetrius.kutch10@outlook.com;6-962-656-692-7
852102;2020-02-08;2020-04-02;1969-12-31;0.0;true;vanna.harris11@outlook.com;8-495-291-046-3
893517;2020-02-21;2020-02-27;1969-12-31;0.0;false;ralph.mueller97@outlook.com;3-341-862-704-1
942282;2019-11-18;2020-01-12;2020-01-06;0.0;true;cris.spinka88@mail.com;3-424-341-710-9
661453;2020-02-22;2020-02-23;2020-02-23;0.0;false;arianne.cartwright11@mail.com;9-814-003-751-2
740688;2020-02-19;2020-03-18;1969-12-31;0.0;true;william.bogisich40@gmail.com;1-220-019-897-7
761471;2020-02-19;2020-03-03;1969-12-31;0.0;false;daysi.mueller74@icloud.com;9-969-565-605-1
711875;2019-05-25;2019-05-27;2019-05-26;0.0;false;armida.zboncak89@gmail.com;1-184-492-582-0
494554;2017-11-25;2017-12-31;2017-12-17;0.0;false;jan.bradtke26@outlook.com;8-686-915-268-0
550255;2020-02-21;2020-03-02;1969-12-31;0.0;false;jona.hahn24@mail.com;8-619-670-801-1
432597;2020-02-04;2020-03-21;1969-12-31;0.0;false;armida.zboncak89@gmail.com;7-048-231-593-7
200522;2016-06-30;2016-07-17;2016-07-11;0.0;false;clora.wolf57@icloud.com;4-309-663-117-0
665667;2020-02-07;2020-02-16;2020-02-13;0.0;false;kent.harber26@mail.com;1-786-398-001-4
528996;2020-02-14;2020-04-10;1969-12-31;0.0;true;lowell.wintheiser84@icloud.com;7-129-077-106-1
836825;2020-02-04;2020-03-21;1969-12-31;0.0;false;bonnie.senger57@outlook.com;2-149-715-663-7
482999;2020-02-06;2020-02-08;2020-02-07;0.0;true;cristopher.lindgren96@outlook.com;7-932-252-330-0
128097;2020-02-14;2020-02-17;2020-03-03;70.0;false;rusty.dicki17@mail.com;4-251-571-140-9
316406;2020-02-13;2020-02-18;2020-02-19;0.0;true;alvaro.schimmel88@icloud.com;1-308-461-515-4
782995;2020-02-17;2020-03-02;1969-12-31;0.0;false;gabriele.nitzsche11@icloud.com;6-163-203-888-1
121401;2018-07-16;2018-07-19;2018-07-16;0.0;true;williams.kilback88@mail.com;5-913-366-447-3
492320;2016-03-21;2016-03-31;2016-03-30;0.0;false;haywood.lubowitz02@icloud.com;3-379-840-100-9
906263;2020-01-28;2020-02-04;2020-01-29;0.0;false;lettie.goodwin66@icloud.com;4-018-854-602-6
153871;2020-02-09;2020-04-08;1969-12-31;0.0;false;bonnie.senger57@outlook.com;7-407-065-278-5
756460;2019-08-12;2019-09-14;2019-09-14;0.0;false;laverne.anderson31@mail.com;6-229-194-555-3
186641;2020-01-14;2020-02-13;2020-01-21;0.0;false;sammie.ortiz87@gmail.com;5-902-005-104-5
32456;2017-11-04;2017-11-23;2017-11-13;0.0;true;alyse.denesik11@outlook.com;9-595-094-844-7
340664;2020-02-11;2020-03-16;1969-12-31;0.0;false;leo.sawayn33@outlook.com;4-767-813-017-2
291821;2020-02-06;2020-02-29;1969-12-31;0.0;false;clora.wolf57@icloud.com;1-393-717-572-4
395442;2020-02-14;2020-04-06;1969-12-31;0.0;false;lyn.marvin78@outlook.com;8-321-810-077-7
817261;2020-02-19;2020-04-04;1969-12-31;0.0;true;demetria.macejkovic87@outlook.com;0-250-785-769-0
946199;2017-03-29;2017-04-12;2017-04-17;20.0;true;vanna.harris11@outlook.com;3-386-006-026-7
28836;2020-02-02;2020-02-10;2020-02-04;0.0;true;rosann.schamberger15@icloud.com;6-950-784-740-6
903684;2020-02-17;2020-04-12;1969-12-31;0.0;true;angila.wyman74@gmail.com;4-215-594-466-7
38332;2017-07-19;2017-07-29;2017-07-19;0.0;true;lloyd.prohaska65@icloud.com;8-304-281-431-3
702733;2017-01-07;2017-02-23;2017-02-05;0.0;false;zachery.hand43@gmail.com;0-760-480-203-1
488357;2017-12-30;2018-02-25;2018-01-14;0.0;true;malik.bode79@outlook.com;6-084-241-739-2
7347;2019-05-14;2019-07-04;2019-06-28;0.0;true;kip.olson27@mail.com;9-888-345-985-7
807952;2020-01-13;2020-03-11;1969-12-31;0.0;true;bradley.kihn01@mail.com;2-395-330-275-4
761;2018-03-09;2018-03-26;2018-04-06;55.0;false;christene.erdman59@mail.com;2-518-765-486-1
42292;2016-09-19;2016-09-27;2016-09-24;0.0;false;hobert.pagac18@mail.com;9-742-547-544-0
456237;2020-02-15;2020-03-26;1969-12-31;0.0;true;lauran.schroeder25@mail.com;8-430-816-095-3
503548;2020-02-25;2020-04-19;1969-12-31;0.0;false;lavern.connelly66@icloud.com;4-534-331-435-2
714623;2017-03-21;2017-05-09;2017-03-30;0.0;false;tamie.toy63@mail.com;2-527-760-690-8
813049;2020-02-19;2020-03-02;1969-12-31;0.0;false;kelley.mcglynn24@mail.com;2-982-559-016-3
377713;2020-02-03;2020-03-20;1969-12-31;0.0;false;bonnie.senger57@outlook.com;4-139-467-380-0
924057;2019-01-23;2019-03-03;2019-02-17;0.0;false;burt.kuvalis47@mail.com;0-779-774-803-6
652159;2017-05-04;2017-05-17;2017-05-14;0.0;true;zachery.hand43@gmail.com;2-430-385-916-1
867899;2017-05-05;2017-07-02;2017-06-03;0.0;false;laverne.anderson31@mail.com;7-351-655-471-6
377365;2020-02-23;2020-03-29;1969-12-31;0.0;false;lazaro.kunze49@icloud.com;9-975-511-734-3
697100;2018-08-18;2018-09-20;2018-09-27;30.0;true;lorrie.gutkowski77@outlook.com;7-021-989-934-0
403677;2020-02-10;2020-02-27;1969-12-31;0.0;false;gabriele.nitzsche11@icloud.com;8-044-968-401-9
14144;2020-02-05;2020-03-04;1969-12-31;0.0;false;tracy.anderson68@icloud.com;2-391-990-593-7
413748;2020-02-24;2020-04-08;1969-12-31;0.0;false;daysi.mueller74@icloud.com;4-478-576-117-2
218243;2016-10-08;2016-12-07;2016-10-15;0.0;true;harry.romaguera20@outlook.com;1-725-593-668-3
152823;2020-02-03;2020-03-29;1969-12-31;0.0;false;frankie.hagenes76@icloud.com;7-043-774-928-2
792470;2017-01-19;2017-01-28;2017-02-15;85.0;false;lamont.denesik25@mail.com;0-090-938-618-4
692955;2017-09-13;2017-10-14;2017-10-21;30.0;false;antoine.dibbert24@icloud.com;1-643-646-481-8
54187;2019-06-10;2019-07-11;2019-06-29;0.0;false;keenan.reichert07@outlook.com;0-359-683-949-3
277293;2020-02-13;2020-03-25;1969-12-31;0.0;false;lewis.stoltenberg52@outlook.com;0-154-680-879-9
695607;2020-02-18;2020-03-13;1969-12-31;0.0;false;malik.bode79@outlook.com;5-566-203-828-4
26850;2020-02-11;2020-03-15;1969-12-31;0.0;false;franchesca.cormier92@gmail.com;3-210-750-531-5
441415;2020-02-22;2020-04-16;1969-12-31;0.0;false;cythia.connelly61@outlook.com;0-760-480-203-1
32919;2018-02-19;2018-03-03;2018-03-09;30.0;false;kieth.konopelski38@gmail.com;1-721-544-462-7
811511;2016-03-02;2016-03-20;2016-03-12;0.0;false;jude.wiegand61@icloud.com;8-686-915-268-0
139515;2019-09-25;2019-11-10;2019-10-23;0.0;true;wilmer.bartoletti37@gmail.com;6-950-784-740-6
229484;2020-02-11;2020-03-16;1969-12-31;0.0;false;agueda.rempel31@gmail.com;3-129-513-010-7
271568;2016-08-16;2016-08-29;2016-09-03;25.0;false;mathilda.kuhlman83@outlook.com;1-330-678-397-0
838596;2019-07-23;2019-08-03;2019-08-03;0.0;false;jude.wiegand61@icloud.com;0-194-798-588-0
359863;2018-02-14;2018-02-25;2018-02-19;0.0;false;vella.ebert94@gmail.com;3-440-249-216-5
754395;2019-01-07;2019-02-11;2019-01-27;0.0;false;lili.adams29@outlook.com;6-599-864-876-9
322808;2019-12-12;2020-01-22;2020-01-24;5.0;false;bobbye.langworth50@outlook.com;9-378-778-002-9
71241;2019-09-25;2019-09-29;2019-09-28;0.0;false;myung.toy42@icloud.com;2-606-585-689-9
804652;2017-10-01;2017-10-22;2017-10-20;0.0;false;theo.schumm45@icloud.com;3-482-149-965-5
89175;2017-04-20;2017-05-25;2017-04-25;0.0;false;thurman.rau34@icloud.com;9-375-744-332-2
385991;2016-07-30;2016-09-14;2016-08-18;0.0;false;stephaine.brekke14@mail.com;5-545-558-793-9
22645;2019-02-18;2019-02-23;2019-03-02;35.0;false;sammie.ortiz87@gmail.com;9-756-510-058-5
813424;2017-06-01;2017-06-12;2017-06-02;0.0;true;gail.rempel67@outlook.com;3-386-006-026-7
797059;2017-05-07;2017-05-22;2017-05-14;0.0;false;cyndy.robel71@outlook.com;2-982-559-016-3
732555;2020-02-08;2020-02-26;2020-02-10;0.0;false;raleigh.sauer43@icloud.com;7-298-290-375-7
645946;2018-03-08;2018-03-16;2018-03-08;0.0;true;jude.wiegand61@icloud.com;3-330-031-431-9
73030;2020-02-13;2020-03-24;1969-12-31;0.0;false;adalberto.glover75@gmail.com;8-430-816-095-3
77451;2020-02-04;2020-03-23;1969-12-31;0.0;false;bobby.gutmann76@mail.com;4-595-256-863-4
321698;2016-07-10;2016-08-17;2016-07-26;0.0;true;mahalia.toy93@icloud.com;3-386-006-026-7
224169;2020-02-24;2020-04-05;1969-12-31;0.0;false;lettie.goodwin66@icloud.com;6-474-711-724-7
929484;2020-02-25;2020-03-07;1969-12-31;0.0;false;trenton.kautzer84@mail.com;4-813-087-203-8
10292;2018-04-13;2018-05-30;2018-04-22;0.0;false;javier.schuppe13@icloud.com;5-643-726-616-8
155004;2020-02-09;2020-03-22;1969-12-31;0.0;false;nita.mohr73@gmail.com;5-595-929-034-9
203718;2016-08-20;2016-08-25;2016-08-24;0.0;false;benton.friesen64@outlook.com;2-458-113-122-4
277198;2020-01-30;2020-03-12;1969-12-31;0.0;false;lettie.goodwin66@icloud.com;4-530-026-128-4
